symbol,ev,confidence
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.0560368812339796,MODERATE
GBPUSD,0.0560368812339796,MODERATE
USDJPY,0.0560368812339796,MODERATE
USDCHF,0.0560368812339796,MODERATE
AUDUSD,0.0560368812339796,MODERATE
NZDUSD,0.0560368812339796,MODERATE
USDCAD,0.0560368812339796,MODERATE
EURGBP,0.0560368812339796,MODERATE
EURJPY,0.0560368812339796,MODERATE
GBPJPY,0.0560368812339796,MODERATE
XAUUSD,0.0560368812339796,MODERATE
XAGUSD,0.0560368812339796,MODERATE
BTCUSD,0.0560368812339796,MODERATE
ETHUSD,0.0560368812339796,MODERATE
SPX500,0.0560368812339796,MODERATE
NAS100,0.0560368812339796,MODERATE
EURUSD,0.2783754437299614,VERY HIGH
GBPUSD,0.1657075698000378,VERY HIGH
USDJPY,0.271962130167583,VERY HIGH
USDCHF,-0.19662219275333823,LOW
AUDUSD,-0.04423250340345139,LOW
NZDUSD,0.27579637444761573,VERY HIGH
USDCAD,-0.06494937280446357,LOW
EURGBP,-0.14661404048817375,LOW
EURJPY,0.2885857758330787,VERY HIGH
GBPJPY,-0.24662058262491326,LOW
XAUUSD,-0.18176795005835478,LOW
XAGUSD,-0.12288607490973008,LOW
BTCUSD,-0.0676352623709513,LOW
ETHUSD,-0.170328651562929,LOW
SPX500,0.029446906153389865,LOW
NAS100,0.1640184016760717,VERY HIGH
EURUSD,0.01748370560711064,LOW
GBPUSD,0.23379399545899388,VERY HIGH
USDJPY,-0.11565909564349494,LOW
USDCHF,0.12595990174099378,HIGH
AUDUSD,0.13674589822261624,HIGH
NZDUSD,0.04790567598298776,MODERATE
USDCAD,-0.23592976835240634,LOW
EURGBP,-0.008345202754266756,LOW
EURJPY,-0.2387934226028658,LOW
GBPJPY,-0.20483355972090495,LOW
XAUUSD,0.10288407913065212,HIGH
XAGUSD,0.22784866851081634,VERY HIGH
BTCUSD,0.01968088317761476,LOW
ETHUSD,-0.04606801425763697,LOW
SPX500,-0.17594153730888498,LOW
NAS100,-0.052094798647399965,LOW
EURUSD,0.11903331388902898,HIGH
GBPUSD,0.08155808226285581,HIGH
USDJPY,-0.01994932968989242,LOW
USDCHF,-0.16001895062214086,LOW
AUDUSD,0.04963548080527635,MODERATE
NZDUSD,0.26881713078305886,VERY HIGH
USDCAD,-0.06798956223934374,LOW
EURGBP,0.09381383722712226,HIGH
EURJPY,0.05385778883808771,MODERATE
GBPJPY,-0.25524875917945894,LOW
XAUUSD,0.018208484616920668,LOW
XAGUSD,-0.2514345029310009,LOW
BTCUSD,-0.24389790288130767,LOW
ETHUSD,0.009934067438455894,LOW
SPX500,0.1832099013270009,VERY HIGH
NAS100,-0.1820512532906181,LOW
EURUSD,-0.13628165144293475,LOW
GBPUSD,-0.25126365774104986,LOW
USDJPY,0.040784377823653,MODERATE
USDCHF,-0.09486673322369142,LOW
AUDUSD,-0.01339353513704491,LOW
NZDUSD,0.10598048661871426,HIGH
USDCAD,-0.11102814334646509,LOW
EURGBP,0.07430787255041832,HIGH
EURJPY,-0.18553468233294998,LOW
GBPJPY,0.0269323787085752,LOW
XAUUSD,-0.15703831207667812,LOW
XAGUSD,-0.04339555113488668,LOW
BTCUSD,-0.09346815984741225,LOW
ETHUSD,0.18521568567696275,VERY HIGH
SPX500,-0.08833200698105957,LOW
NAS100,-0.255651981116613,LOW
EURUSD,-0.1125752963981009,LOW
GBPUSD,-0.04724254419901499,LOW
USDJPY,-0.10917194097995489,LOW
USDCHF,0.26285464268904224,VERY HIGH
AUDUSD,0.05687156048422375,MODERATE
NZDUSD,-0.12588056989536026,LOW
USDCAD,0.11774261131161384,HIGH
EURGBP,0.039285077246829406,MODERATE
EURJPY,0.16187641968358266,VERY HIGH
GBPJPY,-0.22124924634117601,LOW
XAUUSD,0.05105599009331472,MODERATE
XAGUSD,-0.2099745236223875,LOW
BTCUSD,0.1222886559885199,HIGH
ETHUSD,0.012601427035387951,LOW
SPX500,0.0615236493544744,MODERATE
NAS100,-0.09526439657390001,LOW
EURUSD,0.2738893058361925,VERY HIGH
GBPUSD,-0.0742816967430178,LOW
USDJPY,-0.10739443670817019,LOW
USDCHF,0.08185548987827096,HIGH
AUDUSD,-0.02346996039110036,LOW
NZDUSD,0.02282924607277264,LOW
USDCAD,0.15820474518728533,VERY HIGH
EURGBP,-0.09926083081089745,LOW
EURJPY,-0.25070276749481835,LOW
GBPJPY,0.27657986460218725,VERY HIGH
XAUUSD,0.04271604918624262,MODERATE
XAGUSD,0.11917274602534225,HIGH
BTCUSD,-0.2430928816240404,LOW
ETHUSD,0.10755099498572726,HIGH
SPX500,-0.12258294914030794,LOW
NAS100,-0.10542102149979282,LOW
EURUSD,-0.22870032275130775,LOW
GBPUSD,0.2293892051071939,VERY HIGH
USDJPY,-0.05142397868369317,LOW
USDCHF,0.011304602139793224,LOW
AUDUSD,-0.07698704014425348,LOW
NZDUSD,-0.009410682590620126,LOW
USDCAD,0.2823973871079286,VERY HIGH
EURGBP,0.05523934355531283,MODERATE
EURJPY,-0.2393525005473635,LOW
GBPJPY,-0.11889407006703968,LOW
XAUUSD,0.19929060122099154,VERY HIGH
XAGUSD,-0.0654434413864611,LOW
BTCUSD,0.2436154370264,VERY HIGH
ETHUSD,0.013785491885596548,LOW
SPX500,-0.19844002691114787,LOW
NAS100,-0.13992062769872374,LOW
EURUSD,0.06488672244099544,MODERATE
GBPUSD,-0.17099328908843586,LOW
USDJPY,-0.13914090985304306,LOW
USDCHF,-0.1841308702155769,LOW
AUDUSD,0.015505706629218548,LOW
NZDUSD,0.22497692707064107,VERY HIGH
USDCAD,0.03790959496383857,MODERATE
EURGBP,-0.19519545596137292,LOW
EURJPY,0.1445605482422967,HIGH
GBPJPY,-0.1499599087309471,LOW
XAUUSD,0.28670246596395194,VERY HIGH
XAGUSD,0.12458753939613688,HIGH
BTCUSD,0.19852289281279592,VERY HIGH
ETHUSD,-0.23501829310661984,LOW
SPX500,0.144777566601724,HIGH
NAS100,0.05038841041860778,MODERATE
EURUSD,0.11097844089318169,HIGH
GBPUSD,-0.17839803937302764,LOW
USDJPY,0.15387009596086829,VERY HIGH
USDCHF,0.2596265098032015,VERY HIGH
AUDUSD,0.06445937767466048,MODERATE
NZDUSD,0.08045560768930336,HIGH
USDCAD,0.07074025515262101,HIGH
EURGBP,0.040258186345610195,MODERATE
EURJPY,0.06180388153056847,MODERATE
GBPJPY,0.11407131942493452,HIGH
XAUUSD,-0.13300823694542924,LOW
XAGUSD,-0.21192048366130545,LOW
BTCUSD,-0.09192677684443697,LOW
ETHUSD,0.2927530335897598,VERY HIGH
SPX500,0.2344599921120299,VERY HIGH
NAS100,-0.23766214432969554,LOW
EURUSD,-0.11761143626055783,LOW
